dataset,seed,draw,target_h,measured_h,reliability_gain
credit,8,15,0.5,0.05064262366380591,0.0
credit,8,16,0.5,0.050812880961893764,-0.0005927502705365129
credit,8,17,0.5,0.046532545686122945,-0.0005444749000471649
credit,8,18,0.5,0.0479864904368901,-0.0010786629342354193
credit,8,19,0.5,0.04797365705530629,0.0
credit,8,0,1.0,0.04947419590697685,0.0005341880341880323
credit,8,1,1.0,0.04904950428768848,0.000544474900047387
credit,8,2,1.0,0.05414593508043555,-0.00027223745002358246
credit,8,3,1.0,0.04605159421789031,0.00033079968637206303
credit,8,4,1.0,0.049924841870354925,-0.00010683760683760646
credit,8,5,1.0,0.04975918149464673,0.00021367521367521292
credit,8,6,1.0,0.05243919616078191,0.0006995878773741193
credit,8,7,1.0,0.04678077379184283,0.0013611872501182454
credit,8,8,1.0,0.049472710950103596,-0.0012923381479106322
credit,8,9,1.0,0.0520932454014553,-0.00037907505686129994
credit,8,10,1.0,0.051478077774242806,-0.0005341880341880323
credit,8,11,1.0,0.048177198638682514,0.0012440627774212842
credit,8,12,1.0,0.05018351656115634,-0.00027223745002358246
credit,8,13,1.0,0.04965327948818857,0.00016539984318608703
credit,8,14,1.0,0.04939151206538602,-0.0011269383047245451
credit,8,15,1.0,0.04975834399842246,-0.00016539984318608703
credit,8,16,1.0,0.05074117207976528,-5.856223634848057e-05
credit,8,17,1.0,0.04536123912634138,-0.0006513125068848824
credit,8,18,1.0,0.0467933272186614,-0.0009132630910493322
credit,8,19,1.0,0.048332446845013914,5.8562236348369545e-05
credit,8,0,1.5,0.04935778558293218,0.0004859126636987954
credit,8,1,1.5,0.04915418975496877,-4.827537048923691e-05
credit,8,2,1.5,0.05502912058136915,-0.00037907505686129994
credit,8,3,1.5,0.04503798492962825,-0.00010683760683760646
credit,8,4,1.5,0.050949296706901105,-0.0006995878773740083
credit,8,5,1.5,0.05029560592363311,0.0009718253273978128
credit,8,6,1.5,0.05337728101258392,0.001671413204771821
credit,8,7,1.5,0.04606846161803959,0.0010303875637460713
credit,8,8,1.5,0.04996427055873216,-0.0010786629342353082
credit,8,9,1.5,0.05236389016424196,-0.00015511297732684337
credit,8,10,1.5,0.051354083403803374,-0.00015511297732673235
credit,8,11,1.5,0.04751910939245542,0.0002722374500236935
credit,8,12,1.5,0.049361288193020686,-0.0010786629342353082
credit,8,13,1.5,0.05106238325397523,0.0004859126636989064
credit,8,14,1.5,0.05025869691016155,-0.00036878819100194526
credit,8,15,1.5,0.04874253348911349,0.0011855005410729147
credit,8,16,1.5,0.05066331653787729,-0.0007581501137224889
credit,8,17,1.5,0.04456123194602497,-0.00010683760683760646
credit,8,18,1.5,0.045681601314060016,-0.0005341880341880323
credit,8,19,1.5,0.04860306911574118,-0.0009718253273978128
credit,8,0,2.0,0.04938170416398266,0.0006410256410256387
credit,8,1,2.0,0.04927672824630326,-4.827537048912589e-05
credit,8,2,2.0,0.056065894801900246,-0.0003790750568611889
credit,8,3,2.0,0.043915396272375735,0.00027223745002347144
credit,8,4,2.0,0.05203679976437166,-0.00010683760683760646
credit,8,5,2.0,0.05071586503369485,0.00010683760683760646
credit,8,6,2.0,0.05462200624328614,0.0012923381479106322
credit,8,7,2.0,0.045429820811434325,0.0012440627774212842
credit,8,8,2.0,0.05041873660227215,-0.0009718253273977018
credit,8,9,2.0,0.052546469939208945,-0.0009615384615385691
credit,8,10,2.0,0.05122847260584916,0.0004376372932096695
credit,8,11,2.0,0.04696030168541357,0.0010786629342353082
credit,8,12,2.0,0.04855132996276119,-4.827537048912589e-05
credit,8,13,2.0,0.05284734567857216,0.00015511297732673235
credit,8,14,2.0,0.05126401479167188,-0.00021367521367521292
credit,8,15,2.0,0.04757239097649242,0.0007581501137224889
credit,8,16,2.0,0.05057897040463906,-0.0006995878773741193
credit,8,17,2.0,0.044897762146237016,-0.00016539984318608703
credit,8,18,2.0,0.04519367015935309,-0.0011855005410729147
credit,8,19,2.0,0.05086130243011228,-0.0010201006978869387
credit,9,0,0.0,0.04570866359004498,-0.00010679196924390233
credit,9,1,0.0,0.04450305670832286,-0.0026472398333395875
credit,9,2,0.0,0.04428447340148119,-0.0014129648696618036
credit,9,3,0.0,0.04698453618993025,-0.0022796352583587254
credit,9,4,0.0,0.04509573265148316,-0.000320375907731707
credit,9,5,0.0,0.044207847711861606,-0.0005339598462195116
credit,9,6,0.0,0.04464588666721244,-0.001840132746637524
credit,9,7,0.0,0.04443383780718937,0.0013410669329216862
credit,9,8,0.0,0.044191442458855784,0.00043950251172120147
credit,9,9,0.0,0.04508614837649378,-0.0026472398333394764
credit,9,10,0.0,0.04271176367576523,-0.00129383826567242
credit,9,11,0.0,0.047387915726520395,-0.0015793201409004531
credit,9,12,0.0,0.04493505527308354,-0.0016388834428952004
credit,9,13,0.0,0.04426009863324936,-0.00011912660398949448
credit,9,14,0.0,0.04538937010140167,-0.0006181924177052212
credit,9,15,0.0,0.04421885941053481,0.0
credit,9,16,0.0,0.04521335250101548,-0.0022673006236131332
credit,9,17,0.0,0.04430937974889303,-0.0015793201409004531
credit,9,18,0.0,0.04517164192765223,-0.00021358393848780466
credit,9,19,0.0,0.04424791536473569,0.0
credit,9,0,0.5,0.046786598456512125,0.00026081260573707077
credit,9,1,0.5,0.044345423175812256,-0.0024336558948516718
credit,9,2,0.5,0.04539944100266279,-0.0017456754121392137
credit,9,3,0.5,0.04808794096250586,-0.00249321919684653
credit,9,4,0.5,0.0454477541555792,-0.0007003151174581612
credit,9,5,0.5,0.04360383286782704,0.00043950251172109045
credit,9,6,0.5,0.04450173532359655,-0.0020537166851253286
credit,9,7,0.5,0.04361349875729562,0.0007003151174582722
credit,9,8,0.5,0.04526085314792105,-0.0007598784194527974
credit,9,9,0.5,0.04539605803971347,-0.0027068031353343347
credit,9,10,0.5,0.042144568411611745,-0.0002731472404825519
credit,9,11,0.5,0.04920614935983802,-0.0006530864502090061
credit,9,12,0.5,0.04490859563855023,-0.0016861121101443555
credit,9,13,0.5,0.044860608309416065,-0.0013657362024126485
credit,9,14,0.5,0.046057773976495166,-0.0008194417214476557
credit,9,15,0.5,0.04401875251768595,5.956330199474724e-05
credit,9,16,0.5,0.04474096117495656,-0.0029203870738221394
credit,9,17,0.5,0.0429161363711042,-0.0014129648696619146
credit,9,18,0.5,0.0463852643809323,-0.00016635527123853855
credit,9,19,0.5,0.045610023407328865,-0.0014129648696619146
credit,9,0,1.0,0.048170795199720035,-0.00043950251172109045
credit,9,1,1.0,0.04434848118152787,-0.0027540318025833788
credit,9,2,1.0,0.04657120921380928,-5.956330199474724e-05
credit,9,3,1.0,0.049083720348088444,-0.0015793201409005642
credit,9,4,1.0,0.04572881528849307,-0.0011870462964285178
credit,9,5,1.0,0.04350802425047777,0.000926233690691558
credit,9,6,1.0,0.04442492941711309,-0.002160508654369231
credit,9,7,1.0,0.04255250410191744,-0.0004867311789704676
credit,9,8,1.0,0.04615138190780202,-0.0016265488081496082
credit,9,9,1.0,0.04561687655345497,-0.0016265488081498303
credit,9,10,1.0,0.04173282100683786,0.0
credit,9,11,1.0,0.051108723152852954,-0.0006530864502090061
credit,9,12,1.0,0.04493675511204179,-0.0015793201409004531
credit,9,13,1.0,0.04529230203064483,-0.0015793201409004531
credit,9,14,1.0,0.04665609519888989,-0.0011398176291792517
credit,9,15,1.0,0.04438973320265264,-0.0005811885134686667
credit,9,16,1.0,0.04472702151397009,-0.0023864272276025167
credit,9,17,1.0,0.041998488657768625,-0.0018996960486321601
credit,9,18,1.0,0.04770963162941993,-0.0003799392097263432
credit,9,19,1.0,0.04706040277588783,-0.0009734623579407131
credit,9,0,1.5,0.049944852831750854,-0.0010330256599354604
credit,9,1,1.5,0.044338370532937495,-0.0010206910251898682
credit,9,2,1.5,0.04783896183091673,-0.0005462944809651038
credit,9,3,1.5,0.05001666121895389,-0.000926233690691447
credit,9,4,1.5,0.046207651001566805,0.0
credit,9,5,1.5,0.04341420026112696,-0.00026081260573707077
credit,9,6,1.5,0.044394480633593414,-0.0016737774753988743
credit,9,7,1.5,0.04166349151933899,-0.0004990658137158377
credit,9,8,1.5,0.046904190101577425,-0.0016737774753988743
credit,9,9,1.5,0.045768091865422744,-0.0022796352583586144
credit,9,10,1.5,0.041440550604317304,-0.0005462944809651038
credit,9,11,1.5,0.053195718902301146,-0.0005462944809651038
credit,9,12,1.5,0.046236015312751365,-0.0010330256599355714
credit,9,13,1.5,0.045595104728344236,-0.00033271054247729914
credit,9,14,1.5,0.047196404178036215,-0.000926233690691447
credit,9,15,1.5,0.04473509368013539,-0.0007475437847074273
credit,9,16,1.5,0.04488640262439379,-0.0010330256599353493
credit,9,17,1.5,0.04161945649845274,-0.0013061729004179012
credit,9,18,1.5,0.0491784504424246,0.0013534015676672784
credit,9,19,1.5,0.04865815897454514,-0.0023740925928570356
credit,9,0,2.0,0.05221505998903927,-0.00129383826567242
credit,9,1,2.0,0.044318374017276424,-0.0018401327466374129
credit,9,2,2.0,0.04924565467611202,-0.0005462944809651038
credit,9,3,2.0,0.050923560022876284,-0.0014601935369109587
credit,9,4,2.0,0.04710962882510153,-5.956330199463622e-05
credit,9,5,2.0,0.04332231845384687,-0.00021358393848780466
credit,9,6,2.0,0.04462304250060536,-0.0002731472404825519
credit,9,7,2.0,0.0406163675692198,-0.0012589442331688572
credit,9,8,2.0,0.04755156833335761,-0.001566985506154861
credit,9,9,2.0,0.04586530797694796,-0.003146305647055425
credit,9,10,2.0,0.04123985166659415,5.956330199463622e-05
credit,9,11,2.0,0.055573160702394354,0.0004271678769756093
credit,9,12,2.0,0.04796737358086545,-0.0007598784194529085
credit,9,13,2.0,0.04579998753221686,-0.0010330256599353493
credit,9,14,2.0,0.04768905655636061,0.0004271678769756093
credit,9,15,2.0,0.045020526296409194,-0.001887361413886568
credit,9,16,2.0,0.04499318393293534,0.00021358393848780466
credit,9,17,2.0,0.041279786081121955,-0.0008790050234424029
credit,9,18,2.0,0.05083046068069295,0.0008666703886968108
credit,9,19,2.0,0.05046890119769378,-0.0018401327466374129
credit,10,0,0.0,0.05844166957016832,0.000809514471082351
credit,10,1,0.0,0.05914207252081602,-0.00034433168276370996
credit,10,2,0.0,0.057857775639572076,-0.0009816803124642615
credit,10,3,0.0,0.056026417552199774,-0.00010622477161670307
credit,10,4,0.0,0.05908311352392126,0.0005567812259974492
credit,10,5,0.0,0.054572062291602406,0.00021244954323351717
credit,10,6,0.0,0.057873417397121034,-0.00010622477161670307
credit,10,7,0.0,0.05833496558015039,0.0015787452403132063
credit,10,8,0.0,0.05690026569666811,6.594106976520742e-05
credit,10,9,0.0,0.05810553416067114,-0.0005970649278489448
credit,10,10,0.0,0.05931533033299416,-0.00027839061299861356
credit,10,11,0.0,0.055307867986004546,-0.0006630059976140412
credit,10,12,0.0,0.059252341844443876,0.0005567812259972271
credit,10,13,0.0,0.05813502880757329,-0.0015787452403130953
credit,10,14,0.0,0.05587776982549532,-0.0001721658413819105
credit,10,15,0.0,0.060158718566658345,-0.0006630059976140412
credit,10,16,0.0,0.058078168150978444,-0.00023810691114700688
credit,10,17,0.0,0.054914654103638064,-0.0005567812259972271
credit,10,18,0.0,0.05935645312091446,-0.00021244954323340615
credit,10,19,0.0,0.057876659064591496,-0.00038461538461542766
credit,10,0,0.5,0.05815131335258719,0.00021244954323351717
credit,10,1,0.5,0.05931305805332939,-0.00034433168276370996
credit,10,2,0.5,0.05754196598723687,-0.001260070925462875
credit,10,3,0.5,0.05438688077256633,-0.0010476213822292468
credit,10,4,0.5,0.05878192736310935,0.0013919530649931788
credit,10,5,0.5,0.05503538218741292,-0.001366295697079578
credit,10,6,0.5,0.05735776543658152,0.00021244954323351717
credit,10,7,0.5,0.05851597535682705,0.0017911947835467235
credit,10,8,0.5,0.05751833930870149,-0.0008754555408474474
credit,10,9,0.5,0.05787004077267084,0.0005311238580836264
credit,10,10,0.5,0.0595126517883696,-0.0006630059976140412
credit,10,11,0.5,0.05569897497226596,-0.00034433168276370996
credit,10,12,0.5,0.058395187955161576,0.0008754555408474474
credit,10,13,0.5,0.058343513853510345,-0.0009413966106127658
credit,10,14,0.5,0.054819370120845395,-0.0010476213822294689
credit,10,15,0.5,0.0619157379543938,-0.0001721658413819105
credit,10,16,0.5,0.05661570196692159,-0.0006630059976140412
credit,10,17,0.5,0.055118835637582526,-0.0014322367668447855
credit,10,18,0.5,0.059455949823468246,0.0001721658413819105
credit,10,19,0.5,0.05774396033307532,0.0008754555408475584
credit,10,0,1.0,0.05786657532210663,0.0005311238580837374
credit,10,1,1.0,0.059515913505643156,-0.0006630059976140412
credit,10,2,1.0,0.057092115437537956,-0.0009816803124642615
credit,10,3,1.0,0.05332445355787811,-0.00038461538461531664
credit,10,4,1.0,0.0585368831355714,0.0013260119952279714
credit,10,5,1.0,0.05542536927742612,-0.0002124495432336282
credit,10,6,1.0,0.05670739620328139,-0.00027839061299861356
credit,10,7,1.0,0.05862308877456808,0.002282034939778743
credit,10,8,1.0,0.05821104262248648,-0.0004908401562320197
credit,10,9,1.0,0.05761563788938514,-0.0005567812259973381
credit,10,10,1.0,0.05966449078868134,-0.0014322367668447855
credit,10,11,1.0,0.05609834408113087,0.0005970649278488338
credit,10,12,1.0,0.057355953596408535,0.0009816803124641504
credit,10,13,1.0,0.05858812793751742,-0.0007032896994655369
credit,10,14,1.0,0.053701354498109456,-0.0013260119952279714
credit,10,15,1.0,0.06385830523281674,0.0001062247716168141
credit,10,16,1.0,0.05503456616211112,-0.0002381069111471179
credit,10,17,1.0,0.05530551880391831,-6.59410697650964e-05
credit,10,18,1.0,0.059561373131989274,0.0
credit,10,19,1.0,0.057565723092781566,-0.00027839061299861356
credit,10,0,1.5,0.05758708734080976,0.0003589580167018269
credit,10,1,1.5,0.05975724380835776,0.00021244954323340615
credit,10,2,1.5,0.05646543402507946,-0.0014322367668447855
credit,10,3,1.5,0.05338064137983437,-0.00010622477161670307
credit,10,4,1.5,0.05833862657300756,0.001260070925462875
credit,10,5,1.5,0.05575327432521563,0.00027839061299861356
credit,10,6,1.5,0.05589366932588495,0.0005970649278489448
credit,10,7,1.5,0.05867630493266742,0.0014725204686962812
credit,10,8,1.5,0.058989519540985316,-0.0005970649278488338
credit,10,9,1.5,0.0588904353882182,-0.00027839061299861356
credit,10,10,1.5,0.05977770324864073,-0.0007692307692307443
credit,10,11,1.5,0.05650750874336198,0.00038461538461542766
credit,10,12,1.5,0.056092176607717516,-0.00031867431485022024
credit,10,13,1.5,0.05887394020366417,0.0005970649278488338
credit,10,14,1.5,0.05349089943639099,-0.0014322367668446745
credit,10,15,1.5,0.06606098165957097,-0.0004908401562320197
credit,10,16,1.5,0.053682950927393995,-0.001153846153846061
credit,10,17,1.5,0.055476320401534725,-0.00027839061299861356
credit,10,18,1.5,0.05967303407457913,0.0005311238580837374
credit,10,19,1.5,0.057330058678733656,-0.00038461538461531664
credit,10,0,2.0,0.05731249387253319,0.0011281887859324602
credit,10,1,2.0,0.060044993559713086,4.028370185160668e-05
credit,10,2,2.0,0.057408778109894185,-0.0010476213822294689
credit,10,3,2.0,0.05341264053480457,0.00010622477161670307
credit,10,4,2.0,0.05817926963465104,0.0010476213822293579
credit,10,5,2.0,0.05602867430230784,0.0004908401562321307
credit,10,6,2.0,0.054882220893355864,0.000915739242699054
credit,10,7,2.0,0.05869089135674753,0.0006630059976139302
credit,10,8,2.0,0.05986650273307763,-0.00027839061299861356
credit,10,9,2.0,0.0601694869517716,-0.0005970649278489448
credit,10,10,2.0,0.05985821962062298,-0.0018571358533117088
credit,10,11,2.0,0.0569280730518214,0.0004908401562321307
credit,10,12,2.0,0.054588787173344644,0.00038461538461531664
credit,10,13,2.0,0.0592066702600002,-0.00031867431485022024
credit,10,14,2.0,0.05328494972024761,6.59410697650964e-05
credit,10,15,2.0,0.06861150969291271,0.0
credit,10,16,2.0,0.05372195064288029,-0.0006630059976139302
credit,10,17,2.0,0.05563270697992194,0.0004908401562321307
credit,10,18,2.0,0.05979125884545985,4.028370185160668e-05
credit,10,19,2.0,0.057930226093841845,-0.00010622477161670307
credit,11,0,0.0,0.04630440541453066,0.0007912223432389176
credit,11,1,0.0,0.04739229476476119,-0.0013941285012014637
credit,11,2,0.0,0.050768322473862496,-0.00013819665756198418
credit,11,3,0.0,0.04958118470441572,-0.00027639331512396836
credit,11,4,0.0,0.04775953221349525,-0.0015029661154809526
credit,11,5,0.0,0.047878493883139694,-0.0012265728003569842
credit,11,6,0.0,0.04830819129277359,-0.0010174961306484986
credit,11,7,0.0,0.04951145710664797,0.0011470942293599906
credit,11,8,0.0,0.048600210538820875,0.0002470342718414731
credit,11,9,0.0,0.050066463490612646,0.0002176752285589778
credit,11,10,0.0,0.04761568330202018,-0.0001381966575620952
credit,11,11,0.0,0.04891049488684371,-0.0011470942293598796
credit,11,12,0.0,0.04824786295375416,0.0006530256856770444
credit,11,13,0.0,0.04819331739171771,0.0002470342718414731
credit,11,14,0.0,0.046866209126052695,0.0012852908869218638
credit,11,15,0.0,0.048202381461513864,-0.001088376142795
credit,11,16,0.0,0.04917020156551248,0.0010382566150803907
credit,11,17,0.0,0.05030946579287276,0.0006823847289595397
credit,11,18,0.0,0.04897575453861365,-0.0013354104146365842
credit,11,19,0.0,0.046304891059193325,-0.00032651284283857773
credit,11,0,0.5,0.04500559911295541,5.01195277142763e-05
credit,11,1,0.5,0.04827333155731854,-0.0002176752285589778
credit,11,2,0.5,0.05092728903077468,-0.00013819665756198418
credit,11,3,0.5,0.0509168546348241,-0.0009881370873661144
credit,11,4,0.5,0.04840461478967208,-0.0019676756158814035
credit,11,5,0.5,0.048206258651895775,-0.0011177351860774953
credit,11,6,0.5,0.046907127721528274,-0.0012351713592075875
credit,11,7,0.5,0.049203831281336756,0.000711743772242035
credit,11,8,0.5,0.04936748422310178,0.000355871886120962
credit,11,9,0.5,0.050226225580169336,0.0007618632999564223
credit,11,10,0.5,0.046648922141650666,0.0002176752285589778
credit,11,11,0.5,0.04864056979164411,-0.0009587780440833971
credit,11,12,0.5,0.04974926710900872,-0.0002176752285589778
credit,11,13,0.5,0.047883093234945606,0.0009294190008009018
credit,11,14,0.5,0.046931757311547743,0.0007618632999565333
credit,11,15,0.5,0.04828791985614676,-0.001553085643195451
credit,11,16,0.5,0.04903046911235286,0.0002470342718414731
credit,11,17,0.5,0.04974383874698622,0.0
credit,11,18,0.5,0.04940542935071772,-0.00018831618527648253
credit,11,19,0.5,0.045698055724317094,0.0004145899726861746
credit,11,0,1.0,0.045186388681244666,-0.0005234275869656635
credit,11,1,1.0,0.049125593346160706,-7.947857099699362e-05
credit,11,2,1.0,0.05099516102212344,0.0009000599575184065
credit,11,3,1.0,0.052389652814051,-0.001314649930204581
credit,11,4,1.0,0.04911584892300159,-0.0013354104146364731
credit,11,5,1.0,0.04853424598174465,-0.00029715379955597143
credit,11,6,1.0,0.04704280841792308,-0.0009587780440835081
credit,11,7,1.0,0.048953721163710814,-0.0006823847289596507
credit,11,8,1.0,0.0503161587170301,0.0012852908869220858
credit,11,9,1.0,0.05038623815931171,0.0005148290281149492
credit,11,10,1.0,0.04555105790014686,7.94785709968826e-05
credit,11,11,1.0,0.04840769384937998,-0.0010382566150803907
credit,11,12,1.0,0.051334133249936714,2.935904328249528e-05
credit,11,13,1.0,0.04784943747155106,-0.0002176752285589778
credit,11,14,1.0,0.047002916211755445,0.0007912223432390286
credit,11,15,1.0,0.04837939533225025,2.9359043282384256e-05
credit,11,16,1.0,0.04883902523948044,-0.0003265128428384667
credit,11,17,1.0,0.049263399521443096,-0.0003265128428384667
credit,11,18,1.0,0.04991014368269489,0.0001883161852763715
credit,11,19,1.0,0.04492374001488053,-0.0005441880713974445
credit,11,0,1.5,0.04530998979049927,0.001088376142795
credit,11,1,1.5,0.04985791004088344,0.0007411028155244193
credit,11,2,1.5,0.05099609240072436,0.0006823847289594287
credit,11,3,1.5,0.05405035811433516,-0.0002763933151240794
credit,11,4,1.5,0.049904435428278285,0.00016755570084447946
credit,11,5,1.5,0.04886314440333255,-0.000355871886120962
credit,11,6,1.5,0.04724164650038974,-0.00038523092940345727
credit,11,7,1.5,0.04900488966391667,7.947857099699362e-05
credit,11,8,1.5,0.05130544167042299,0.00199703465916401
credit,11,9,1.5,0.051960526871829935,0.0002176752285589778
credit,11,10,1.5,0.04522911761920395,0.000355871886121073
credit,11,11,1.5,0.04820760838877855,-0.0012559318436394795
credit,11,12,1.5,0.05306188699651456,0.0008499404298040192
credit,11,13,1.5,0.04877439283258845,0.0004940685436829462
credit,11,14,1.5,0.047079999422986366,0.001067615658362997
credit,11,15,1.5,0.048477126875393343,0.0009294190008011238
credit,11,16,1.5,0.048853502100810554,-0.0014736070721984573
credit,11,17,1.5,0.048855999122089086,-0.0001088376142794889
credit,11,18,1.5,0.05050119375080178,-0.001067615658363108
credit,11,19,1.5,0.04567793295121956,-0.000711743772242035
credit,11,0,2.0,0.045391676629952825,0.00040599141383546034
credit,11,1,2.0,0.05049683165212495,-7.947857099699362e-05
credit,11,2,2.0,0.050948756195049585,0.0004647095004004509
credit,11,3,2.0,0.055958192131597556,0.0005441880713974445
credit,11,4,2.0,0.05078313389992962,-0.0007912223432389176
credit,11,5,2.0,0.04994475575992663,-0.000711743772241924
credit,11,6,2.0,0.047397967841117834,-0.0008499404298039082
credit,11,7,2.0,0.050071109752418005,0.0007912223432389176
credit,11,8,2.0,0.05235472335151122,0.00199703465916401
credit,11,9,2.0,0.05427356603356478,-0.000355871886120962
credit,11,10,2.0,0.045307670676309475,0.000711743772242146
credit,11,11,2.0,0.04803651980704183,-0.0005735471146799398
credit,11,12,2.0,0.05499833356875418,-5.0119527714498346e-05
credit,11,13,2.0,0.04983572324522613,0.0004647095004005619
credit,11,14,2.0,0.04716333608442398,-0.0004647095004005619
credit,11,15,2.0,0.04858144907930245,0.0013941285012015747
credit,11,16,2.0,0.049449913993231245,-0.00013819665756198418
credit,11,17,2.0,0.04851122042038372,0.0002176752285589778
credit,11,18,2.0,0.051191500781373155,-0.0001381966575620952
credit,11,19,2.0,0.046502223476294444,-0.0002470342718414731
credit,12,0,0.0,0.02867980824612313,-0.0003782148260211837
credit,12,1,0.0,0.027657477120158935,-0.0003782148260211837
credit,12,2,0.0,0.028109227387655703,-0.001183688784706316
credit,12,3,0.0,0.029458471518830617,-0.0013482740443955255
credit,12,4,0.0,0.030707727507174674,-0.0006408886989959228
credit,12,5,0.0,0.028854634320814067,0.0
credit,12,6,0.0,0.028115899114481056,-0.00047630343930671337
credit,12,7,0.0,0.027093376539136203,-0.0008632444352083546
credit,12,8,0.0,0.027992591821398807,-0.0006408886989959228
credit,12,9,0.0,0.02622385275400406,-0.0008632444352083546
credit,12,10,0.0,0.030748817630682268,-0.00043598530254440604
credit,12,11,0.0,0.030644139505173088,0.0003204443494979614
credit,12,12,0.0,0.02820494102108131,-0.0007073853453996026
credit,12,13,0.0,0.028019318045694738,0.0006986591755191451
credit,12,14,0.0,0.027928790987005864,-0.0005428000857103932
credit,12,15,0.0,0.02974565782605966,-0.0003782148260211837
credit,12,16,0.0,0.027431120569773385,-0.00043598530254440604
credit,12,17,0.0,0.02607436366623175,0.00048502960918717086
credit,12,18,0.0,0.029237102090159915,0.00016458525968920945
credit,12,19,0.0,0.028254147542838403,-0.0003204443494979614
credit,12,0,0.5,0.02868540399435268,-0.0005428000857103932
credit,12,1,0.5,0.028409595817354413,-0.00010681478316598714
credit,12,2,0.5,0.027807115898434997,-0.0003204443494979614
credit,12,3,0.5,0.030756112570819595,-0.0010768740015403289
credit,12,4,0.5,0.029998062841662385,-0.00016458525968920945
credit,12,5,0.5,0.02937677134815356,-0.0003782148260211837
credit,12,6,0.5,0.028841514940263206,-0.0010191035250171065
credit,12,7,0.5,0.02627672932459321,-0.0003782148260211837
credit,12,8,0.5,0.02817504052850417,-0.0007564296520423675
credit,12,9,0.5,0.028065694183823226,-0.0011346444780635512
credit,12,10,0.5,0.02992024430273638,-5.7770476523222314e-05
credit,12,11,0.5,0.031369347070295,-5.7770476523222314e-05
credit,12,12,0.5,0.028651725542958327,0.0
credit,12,13,0.5,0.028556370975518806,0.0014550888275615126
credit,12,14,0.5,0.02895643931152794,-0.0009700592183743417
credit,12,15,0.5,0.028937535309184973,-0.0002714000428551966
credit,12,16,0.5,0.027613577646551812,-0.0007564296520423675
credit,12,17,0.5,0.026503893288407108,-5.7770476523222314e-05
credit,12,18,0.5,0.02844156008203246,0.0003782148260211837
credit,12,19,0.5,0.028798859330067917,0.00010681478316598714
credit,12,0,1.0,0.02865252372538249,-0.00016458525968920945
credit,12,1,1.0,0.02951391430443806,-0.0006986591755191451
credit,12,2,1.0,0.028880940572643992,0.00011554095304644463
credit,12,3,1.0,0.032197524605569024,-0.0007564296520423675
credit,12,4,1.0,0.02930510158235094,-0.00010681478316598714
credit,12,5,1.0,0.029956153956721056,-0.00016458525968920945
credit,12,6,1.0,0.029957649363029453,-0.00048502960918717086
credit,12,7,1.0,0.02585333762642484,-0.00048502960918717086
credit,12,8,1.0,0.029849510686091502,-0.0006408886989959228
credit,12,9,1.0,0.030057853658227846,-0.00021362956633197427
credit,12,10,1.0,0.029124386348470664,-0.0002714000428551966
credit,12,11,1.0,0.032758915656922204,-0.00043598530254440604
credit,12,12,1.0,0.029303263849039418,0.00010681478316598714
credit,12,13,1.0,0.029204772733589644,0.0012992297377527606
credit,12,14,1.0,0.03072411144823078,-0.000591844392353158
credit,12,15,1.0,0.02841164258754829,-0.0015619036107274997
credit,12,16,1.0,0.028365706776007048,-0.0006986591755191451
credit,12,17,1.0,0.027656175160277734,-0.00021362956633197427
credit,12,18,1.0,0.029839775208841856,0.00016458525968920945
credit,12,19,1.0,0.02930939378579171,-0.00016458525968920945
credit,12,0,1.5,0.02932873290778964,0.000591844392353158
credit,12,1,1.5,0.031105749941341628,-0.00042725913266394855
credit,12,2,1.5,0.03089198632959246,-0.0008632444352083546
credit,12,3,1.5,0.03385767881323228,-0.00048502960918717086
credit,12,4,1.5,0.028621105911827413,0.0006986591755191451
credit,12,5,1.5,0.030599292164295498,-0.001183688784706316
credit,12,6,1.5,0.03121002412500085,-0.0003782148260211837
credit,12,7,1.5,0.02546411190007834,-0.0011346444780635512
credit,12,8,1.5,0.03193980820989017,-0.0016687183938934869
credit,12,9,1.5,0.03225030589890037,0.0003782148260211837
credit,12,10,1.5,0.02890768725490299,-0.00010681478316598714
credit,12,11,1.5,0.03430956527835421,-0.0009210149117315769
credit,12,12,1.5,0.03042515449202317,-0.0005428000857103932
credit,12,13,1.5,0.0301901724117459,0.0006496148688763803
credit,12,14,1.5,0.032756645677911,-0.0003782148260211837
credit,12,15,1.5,0.029779363954023655,0.00010681478316598714
credit,12,16,1.5,0.029881813916643688,-0.0003782148260211837
credit,12,17,1.5,0.02909057333955624,0.0009210149117315769
credit,12,18,1.5,0.031955455419992715,0.0006986591755191451
credit,12,19,1.5,0.02979071314656482,0.0008054739586851323
credit,12,0,2.0,0.030277631135754504,0.0003204443494979614
credit,12,1,2.0,0.0329477273843296,-0.00021362956633197427
credit,12,2,2.0,0.03329547592942842,-0.0003204443494979614
credit,12,3,2.0,0.03582365708035909,0.00010681478316598714
credit,12,4,2.0,0.027938533301513992,-0.0008632444352083546
credit,12,5,2.0,0.031486165980567346,-0.0008632444352083546
credit,12,6,2.0,0.03263626954647807,-0.0008054739586851323
credit,12,7,2.0,0.0251050741634388,-0.0011346444780635512
credit,12,8,2.0,0.034445842498252055,-0.0003782148260211837
credit,12,9,2.0,0.0347401380580816,-0.0006496148688763803
credit,12,10,2.0,0.03034058806175308,0.00021362956633197427
credit,12,11,2.0,0.0360613821146969,-6.64966464036798e-05
credit,12,12,2.0,0.03168636991961929,-0.0002714000428551966
